record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b13113422,"Inman, Henry",1801,1846,None,,The Doomed Bride.,painting,None
b10795315,"Inman, Henry",1801,1846,None,,"J. Doane, Jr.",miniature,"watercolor, graphite on paper, and black ink on card."
b13270448,"Inman, Henry",1801,1846,None,,Aaron Burr.,miniature,"watercolor, graphite, and black ink with touches of white gouache on card."
b13270461,"Inman, Henry",1801,1846,None,,Dr. Robert Edward Dorsey.,miniature,watercolor on paper.
b11622222,"Inman, Henry",1801,1846,None,,Mr. Camack.,miniature,None
b13270473,"Inman, Henry",1801,1846,None,,Portrait of a Man.,miniature,watercolor on ivory.
b1179222x,"Inman, Henry",1801,1846,None,,Nicholas Biddle.,miniature,on ivory.
b11181898,"Inman, Henry",1801,1846,None,,"James K. Bogert, Jr.",miniature,watercolor on ivory in cast and chased foliated gold metal locket.
b11798713,"Inman, Henry",1801,1846,None,,William Charles Macready as William Tell.,miniature,on ivory.
b10999851,"Inman, Henry",1801,1846,None,,Nathaniel Platt Bailey.,miniature,None
b11024872,"Inman, Henry",1801,1846,None,,Alexander Hamilton.,miniature,ivory.
b13270485,"Inman, Henry",1801,1846,None,,John Inman.,miniature,None
b11861277,"Inman, Henry",1801,1846,None,,Mr. Morris.,miniature,None
b11992852,"Inman, Henry",1801,1846,None,,Henry Livingston.,miniature,watercolor on ivory.
b11015469,"Inman, Henry",1801,1846,None,,William Stephen Hamilton.,miniature,None
b13270497,"Inman, Henry",1801,1846,None,,John Mortimer Catlin.,miniature,watercolor on ivory.
b13270503,"Inman, Henry",1801,1846,None,,Anthony Elton.,miniature,watercolor on ivory.
b10974350,"Inman, Henry",1801,1846,None,,Charles Cushing Wright.,miniature,ivory.
b13270515,"Inman, Henry",1801,1846,None,,Simon Nathan.,miniature,pen and ink on paper.
b11970121,"Inman, Henry",1801,1846,None,,James Madison.,miniature,on copper or panel.
b11970066,"Inman, Henry",1801,1846,None,,Honorable G. Ross Cuthbert.,miniature,None
b11622258,"Inman, Henry",1801,1846,None,,Dr. Thomas Casey.,painting,None
b12029737,"Inman, Henry",1801,1846,None,,Major Auguste Genevieve Valentin D'Avezac.,miniature,pencil and watercolor.
b11021913,"Inman, Henry",1801,1846,None,,George Peabody.,miniature,watercolor.
b10935319,"Inman, Henry",1801,1846,None,,Frederick Prime.,miniature,ivory.
b12095783,"Inman, Henry",1801,1846,None,,General Pierre Van Cortlandt.,miniature,pen and pencil on paper.
b13270527,"Inman, Henry",1801,1846,None,,General George Pope Morris.,miniature,None
b1270975x,"Inman, Henry",1801,1846,None,,Thomas Fenwick Drayton (1808-1891).,miniature,on ivory.
b11029134,"Inman, Henry",1801,1846,None,,Portrait of a Man.,miniature,None
b13270539,"Inman, Henry",1801,1846,None,,John Van Dyke.,miniature,None
b13270552,"Inman, Henry",1801,1846,None,,Benjamin Moore McVIckar.,miniature,None
b13270564,"Inman, Henry",1801,1846,None,,Henry James Genet.,miniature,watercolor on ivory.
b12017140,"Inman, Henry",1801,1846,None,,Richard Harison.,miniature,on ivory.
b10934844,"Inman, Henry",1801,1846,None,,Colonel John Erving.,miniature,on ivory.
b13270576,"Inman, Henry",1801,1846,None,,James Edward Smith Hosack.,miniature,None
b10877903,"Inman, Henry",1801,1846,None,,Dr. John Torrey.,miniature,on ivory.
b12719432,"Inman, Henry",1801,1846,None,,Mrs. William Inman.,miniature,ivory.
b11503592,"Inman, Henry",1801,1846,None,,Mrs. Robert Morris Goodwin (Elizabeth Ann Taylor).,miniature,None
b13270588,"Inman, Henry",1801,1846,None,,Mrs. Dunbar Handy.,miniature,None
b11024884,"Inman, Henry",1801,1846,None,,Mrs. Alexander Hamilton (Elizabeth Schuyler).,miniature,ivory.
b11622325,"Inman, Henry",1801,1846,None,,Mrs. Camack.,miniature,None
b1327059x,"Inman, Henry",1801,1846,None,,Portrait of a Lady.,miniature,watercolor on ivory.
b13270606,"Inman, Henry",1801,1846,None,,Portrait of a Lady.,miniature,watercolor on ivory.
b13270618,"Inman, Henry",1801,1846,None,,Portrait of a Lady.,miniature,watercolor on ivory.
b11762834,"Inman, Henry",1801,1846,None,,Mrs. Sophia Louisa Scoville.,miniature,watercolor on ivory.
b10814711,"Inman, Henry",1801,1846,None,,Mrs. James Strong (Alletta Remsen).,miniature,None
b11103528,"Inman, Henry",1801,1846,None,,Mrs. Joseph Rodman Drake (Sarah Eckford).,miniature,watercolor on paper.
b11030173,"Inman, Henry",1801,1846,None,,Mrs. Peter Smith (Sarah Pogson).,miniature,watercolor on ivory.
b1327062x,"Inman, Henry",1801,1846,None,,Mrs. Simon Nathan (Grace Seixas).,miniature,None
b13270631,"Inman, Henry",1801,1846,None,,Mrs. A. Otis.,miniature,None
b13270643,"Inman, Henry",1801,1846,None,,Mrs. Clark Thebaux.,miniature,watercolor on ivory.
b10690426,"Inman, Henry",1801,1846,None,,Portrait of a Lady.,miniature,watercolor.
b12087105,"Inman, Henry",1801,1846,None,,Mrs. Philip Alexander Ver Planck.,miniature,None
b13270667,"Inman, Henry",1801,1846,None,,Mrs. Charles Ripley.,miniature,watercolor on ivory.
b13270679,"Inman, Henry",1801,1846,None,,Margaret Antoinette Babcock.,miniature,watercolor on ivory.
b10795285,"Inman, Henry",1801,1846,None,,Portrait of a Boy.,painting,oil on canvas.
b13113355,"Inman, Henry",1801,1846,None,,Boy and Dog.,painting,oil on canvas.
b10905248,"Inman, Henry",1801,1846,None,,Eloise Elizabeth Payne (Mrs. Lea Luquer).,painting,oil on canvas.
b13113367,"Inman, Henry",1801,1846,None,,Augusta Ball Hughes (Mrs. Benjamin F. Brown).,painting,None
b13113379,"Inman, Henry",1801,1846,None,,The Artist's Daughter.,painting,oil on canvas.
b10871548,"Inman, Henry",1801,1846,None,,Emily Josephine Coxe (Mrs. Richard Sprigg Mercer).,painting,oil on canvas.
b11995828,"Inman, Henry",1801,1846,None,,Janet Halleck Drake (Mrs. George Coleman de Kay).,painting,oil on canvas.
b13112259,"Inman, Henry",1801,1846,None,,William Inman.,painting,oil on canvas.
b13112260,"Inman, Henry",1801,1846,None,,Martin Van Buren.,painting,oil on canvas.
b13112272,"Inman, Henry",1801,1846,None,,William H. Seward.,painting,oil on canvas.
b11861198,"Inman, Henry",1801,1846,None,,"James William Wallack, Sr.",painting,oil on canvas.
b11023648,"Inman, Henry",1801,1846,None,,Eliphalet Nott.,painting,oil on canvas.
b10927827,"Inman, Henry",1801,1846,None,,Bishop William White.,painting,oil on canvas.
b13112284,"Inman, Henry",1801,1846,None,,William Charles Macready as William Tell.,painting,None
b11027885,"Inman, Henry",1801,1846,None,,Rupert John Cochran.,painting,oil on canvas.
b13112296,"Inman, Henry",1801,1846,None,,The Artist in His Studio.,painting,oil on canvas.
b11992293,"Inman, Henry",1801,1846,None,,Richard Varick.,painting,oil on canvas.
b12081280,"Inman, Henry",1801,1846,None,,James Henry Hackett as Rip Van Winkle.,painting,oil on canvas.
b11969842,"Inman, Henry",1801,1846,None,,John Wesley Jarvis.,painting,oil on canvas.
b13112582,"Inman, Henry",1801,1846,None,,Lord Thomas Babington Macaulay.,painting,oil on canvas.
b13112594,"Inman, Henry",1801,1846,None,,David Paul Brown.,painting,oil on canvas.
b13112600,"Inman, Henry",1801,1846,None,,Edgar Allan Poe.,painting,None
b1187899x,"Inman, Henry",1801,1846,None,,Horace Binney.,painting,oil on canvas.
b11015287,"Inman, Henry",1801,1846,None,,Joseph Christopher Yates Paige.,painting,oil on canvas.
b11044822,"Inman, Henry",1801,1846,None,,William A. Slacum.,painting,oil on canvas.
b10795339,"Inman, Henry",1801,1846,None,,James J. Skerrett.,painting,oil on canvas.
b13112624,"Inman, Henry",1801,1846,None,,Caleb Cope.,painting,None
b13112636,"Inman, Henry",1801,1846,None,,Henry Eckford.,painting,oil on panel.
b13112648,"Inman, Henry",1801,1846,None,,Thomas Chalmers.,painting,None
b1311265x,"Inman, Henry",1801,1846,None,,John Chisholm.,painting,oil on canvas.
b12122014,"Inman, Henry",1801,1846,None,,Horace Binney.,painting,oil on panel.
b10795297,"Inman, Henry",1801,1846,None,,"James McWhorter Bruen, D.D.",painting,oil on canvas.
b12695403,"Inman, Henry",1801,1846,None,,Nicholas Biddle.,painting,oil on canvas  rebacked.
b10995213,"Inman, Henry",1801,1846,None,,Joel Rathbone.,painting,oil on canvas.
b13112302,"Inman, Henry",1801,1846,None,,"Harry Croswell, D.D.",painting,oil on canvas.
b13112326,"Inman, Henry",1801,1846,None,,Gideon Lee.,painting,oil on canvas.
b13112338,"Inman, Henry",1801,1846,None,,Aaron Clark.,painting,None
b1311234x,"Inman, Henry",1801,1846,None,,Cornelius Van Wyck Lawrence.,painting,None
b13112351,"Inman, Henry",1801,1846,None,,"Alexander Hodgdon Stevens, M.D.",painting,None
b13112363,"Inman, Henry",1801,1846,None,,Henry Pratt.,painting,None
b13730642,"Inman, Henry",1801,1846,None,,Jacob S. Waln.,painting,None
b11009809,"Inman, Henry",1801,1846,None,,Chief Justice John Marshall.,painting,oil on canvas.
b11606162,"Inman, Henry",1801,1846,None,,Eli White.,painting,oil on canvas.
b13112375,"Inman, Henry",1801,1846,None,,Philip Syng Physick.,painting,oil on canvas.
b13112387,"Inman, Henry",1801,1846,None,,Charles Chauncey.,painting,oil on canvas.
b13112399,"Inman, Henry",1801,1846,None,,Fitz-Greene Halleck.,painting,oil on canvas.
b10272483,"Inman, Henry",1801,1846,None,,Lord Cottenham.,painting,None
b10768609,"Inman, Henry",1801,1846,None,,George Winchester.,painting,oil on canvas.
b12725523,"Inman, Henry",1801,1846,None,,Frederick J. Betts.,painting,oil on canvas.
b11792188,"Inman, Henry",1801,1846,None,,Portrait of a Man.,painting,oil on canvas.
b10693427,"Inman, Henry",1801,1846,None,,The Rt. Rev. Dr. Richard Channing Moore.,painting,oil on canvas.
b13112417,"Inman, Henry",1801,1846,None,,James Melancthon Mathews.,painting,oil on canvas.
b13112429,"Inman, Henry",1801,1846,None,,John Marshall.,painting,oil on canvas.
b11901949,"Inman, Henry",1801,1846,None,,Judge Samuel Rossiter Betts.,painting,None
b11822144,"Inman, Henry",1801,1846,None,,Cary Robinson.,painting,oil on canvas.
b13112454,"Inman, Henry",1801,1846,None,,Hugh Swinton Ball.,painting,oil on canvas.
b13112466,"Inman, Henry",1801,1846,None,,John Marshall.,painting,None
b11232249,"Inman, Henry",1801,1846,None,,Samuel Brown.,painting,None
b11232201,"Inman, Henry",1801,1846,None,,Martin Van Buren.,painting,oil on canvas.
b13112478,"Inman, Henry",1801,1846,None,,John Collins Long.,painting,None
b11994411,"Inman, Henry",1801,1846,None,,John Steward.,painting,oil on canvas.
b12014138,"Inman, Henry",1801,1846,None,,Rev. Allston Gibbes.,painting,oil on canvas.
b1201770x,"Inman, Henry",1801,1846,None,,Edward Ludlow Mooney.,painting,oil on canvas.
b11992372,"Inman, Henry",1801,1846,None,,William Alexander Duer.,painting,oil on canvas.
b1311248x,"Inman, Henry",1801,1846,None,,Fitz-Greene Halleck.,painting,oil on canvas.
b12025124,"Inman, Henry",1801,1846,None,,William Bedlow Crosby.,painting,oil on canvas.
b13112491,"Inman, Henry",1801,1846,None,,William Wirt.,painting,None
b13112508,"Inman, Henry",1801,1846,None,,John Church Hamilton.,painting,None
b1311251x,"Inman, Henry",1801,1846,None,,Theodoric Romeyn Beck.,painting,oil on canvas.
b13112521,"Inman, Henry",1801,1846,None,,James Taylor.,painting,oil on canvas.
b12096635,"Inman, Henry",1801,1846,None,,Colonel Prosper Montgomery Wetmore.,painting,oil on canvas.
b12030430,"Inman, Henry",1801,1846,None,,Robert Lenox.,painting,oil on canvas.
b13112545,"Inman, Henry",1801,1846,None,,James M. Campbell.,painting,oil on canvas.
b13112314,"Inman, Henry",1801,1846,None,,James Madison.,painting,oil on canvas.
b10636687,"Inman, Henry",1801,1846,None,,Samuel Whittemore.,painting,oil on canvas.
b10935241,"Inman, Henry",1801,1846,None,,General George Duncan Wickham.,painting,oil on canvas (rebacked).
b10935332,"Inman, Henry",1801,1846,None,,John Rathbone.,painting,oil on canvas.
b10935320,"Inman, Henry",1801,1846,None,,John Rathbone.,painting,oil on canvas.
b10935368,"Inman, Henry",1801,1846,None,,Samuel Bulkley Ruggles.,painting,oil on canvas.
b13112557,"Inman, Henry",1801,1846,None,,Robert Livingston Livingston.,painting,oil on canvas.
b13112661,"Inman, Henry",1801,1846,None,,Anthony Morris or Herman Morris.,painting,oil on panel.
b13112673,"Inman, Henry",1801,1846,None,,Hoo-wan-ne-ka (Little Elk).,painting,None
b13112685,"Inman, Henry",1801,1846,None,,"John D. Jacques, M.D.",painting,oil on canvas.
b10947073,"Inman, Henry",1801,1846,None,,Robert Gilmor II.,painting,oil on canvas (rebacked).
b13112983,"Inman, Henry",1801,1846,None,,"Henry Livingston, Esq.",painting,oil on canvas.
b13112995,"Inman, Henry",1801,1846,None,,Hezekiah Beers Pierrepont.,painting,oil on canvas.
b1100647x,"Inman, Henry",1801,1846,None,,William May Wightman.,painting,oil on canvas.
b13113008,"Inman, Henry",1801,1846,None,,"Francis Egerton, Duke of Bridgewater.",painting,None
b11643304,"Inman, Henry",1801,1846,None,,Rev. Charles Samuel Stewart.,painting,oil on canvas.
b11582133,"Inman, Henry",1801,1846,None,,Major Jacob Morton.,painting,None
b11578002,"Inman, Henry",1801,1846,None,,Benjamin Chew Howard.,painting,oil on canvas.
b11792206,"Inman, Henry",1801,1846,None,,"William White, D.D.",painting,oil on canvas.
b11879026,"Inman, Henry",1801,1846,None,,Henry Wager.,painting,oil on panel.
b1311301x,"Inman, Henry",1801,1846,None,,William Swaim.,painting,None
b11023454,"Inman, Henry",1801,1846,None,,Richard Varick.,painting,oil on canvas.
b11100953,"Inman, Henry",1801,1846,None,,Henry Eckford.,painting,oil on canvas.
b10857710,"Inman, Henry",1801,1846,None,,Samuel Owings Hoffman.,painting,oil on canvas.
b12014102,"Inman, Henry",1801,1846,None,,Major Jacob Morton.,painting,oil on canvas.
b13113021,"Inman, Henry",1801,1846,None,,Rev. John Mason.,painting,oil on canvas.
b11994393,"Inman, Henry",1801,1846,None,,Richard Varick.,painting,oil on canvas.
b11237028,"Inman, Henry",1801,1846,None,,Henry Eckford.,painting,oil on canvas.
b11861332,"Inman, Henry",1801,1846,None,,Portrait of Colonel Richard Varick.,painting,oil on canvas.
b13113033,"Inman, Henry",1801,1846,None,,The Reverend Hooper Cumming.,painting,oil on canvas.
b12029695,"Inman, Henry",1801,1846,None,,Right Rev. William White.,painting,oil on canvas.
b13113045,"Inman, Henry",1801,1846,None,,Thomas Sully.,painting,on mill board.
b12055074,"Inman, Henry",1801,1846,None,,James Watson Webb.,painting,oil on canvas.
b11197304,"Inman, Henry",1801,1846,None,,Bishop William White.,painting,oil on canvas.
b12028952,"Inman, Henry",1801,1846,None,,Clement Clarke Moore.,painting,None
b13113057,"Inman, Henry",1801,1846,None,,James Sheafe.,painting,None
b12724919,"Inman, Henry",1801,1846,None,,William Horace Brown.,painting,oil on canvas.
b13113069,"Inman, Henry",1801,1846,None,,Samuel Latham Mitchill.,painting,None
b10927414,"Inman, Henry",1801,1846,None,,Portrait of John McPherson Brien.,painting,"oil on canvas, rebacked."
b10699946,"Inman, Henry",1801,1846,None,,"Sir William Drummond Stewart, Bt.",painting,oil on canvas.
b10997192,"Inman, Henry",1801,1846,None,,Edmund Shaw Simpson.,painting,oil on canvas.
b1093537x,"Inman, Henry",1801,1846,None,,William Alexander Duer.,painting,oil on canvas.
b13113082,"Inman, Henry",1801,1846,None,,Washington Romaine.,painting,None
b13113094,"Inman, Henry",1801,1846,None,,Daniel Le Roy.,painting,oil on canvas.
b13113100,"Inman, Henry",1801,1846,None,,Bishop William White.,painting,oil on canvas.
b13113112,"Inman, Henry",1801,1846,None,,Levi Woodbury.,painting,oil on canvas.
b13112703,"Inman, Henry",1801,1846,None,,Portrait of a Gentleman.,painting,oil on canvas.
b13112715,"Inman, Henry",1801,1846,None,,Portrait of the Artist's Father.,painting,oil on composition board.
b11494517,"Inman, Henry",1801,1846,None,,"Valentine Mott, M.D.",painting,oil on canvas.
b12134272,"Inman, Henry",1801,1846,None,,William Inman.,painting,oil on academy board.
b13112727,"Inman, Henry",1801,1846,None,,"Rt. Rev. Alexander V. Griswold, D.D.",painting,None
b13112739,"Inman, Henry",1801,1846,None,,Mr. Hackett.,painting,None
b13112740,"Inman, Henry",1801,1846,None,,Martin van Buren.,painting,oil on canvas.
b13112752,"Inman, Henry",1801,1846,None,,"Valentine Mott, M.D.",painting,None
b13112764,"Inman, Henry",1801,1846,None,,William Charles Macready as William Tell.,painting,oil on canvas.
b13112776,"Inman, Henry",1801,1846,None,,George Pope Morris.,painting,oil on canvas.
b13112788,"Inman, Henry",1801,1846,None,,DeWitt Clinton.,painting,None
b11494475,"Inman, Henry",1801,1846,None,,John P. Cook.,painting,oil on canvas.
b1311279x,"Inman, Henry",1801,1846,None,,Charles King.,painting,None
b11851594,"Inman, Henry",1801,1846,None,,Martin Van Buren,painting,oil on canvas.
b11495340,"Inman, Henry",1801,1846,None,,Martin Van Buren.,painting,None
b13112806,"Inman, Henry",1801,1846,None,,John Bishop Hall.,painting,oil on canvas.
b11640285,"Inman, Henry",1801,1846,None,,James Swan.,painting,oil on canvas.
b11816375,"Inman, Henry",1801,1846,None,,Thomas Isaac Wharton.,painting,oil on canvas.
b1179219x,"Inman, Henry",1801,1846,None,,M.B. Seixas.,painting,oil on canvas.
b10927797,"Inman, Henry",1801,1846,None,,Colonel John Erving.,painting,oil on canvas.
b11878678,"Inman, Henry",1801,1846,None,,Portrait of a Man.,painting,oil on canvas.
b1179799x,"Inman, Henry",1801,1846,None,,Colonel D. Perkins.,painting,oil on canvas.
b13112818,"Inman, Henry",1801,1846,None,,John Davidson Godman.,painting,None
b11878733,"Inman, Henry",1801,1846,None,,James S. Smith.,painting,oil on canvas.
b11878903,"Inman, Henry",1801,1846,None,,Nicholas Fish.,painting,oil on canvas.
b13734088,"Inman, Henry",1801,1846,None,,John Van Buren.,painting,oil on canvas.
b11861241,"Inman, Henry",1801,1846,None,,Portrait of a Gentleman.,painting,oil on panel.
b11022619,"Inman, Henry",1801,1846,None,,Honorable Enos T. Throop.,painting,oil on canvas.
b1099578x,"Inman, Henry",1801,1846,None,,Simeon De Witt.,painting,oil on canvas.
b13112831,"Inman, Henry",1801,1846,None,,John Tanner.,painting,oil on canvas.
b10994324,"Inman, Henry",1801,1846,None,,Rev. Henry Jackson Morton.,painting,oil on canvas.
b11015627,"Inman, Henry",1801,1846,None,,Colonel Nicholas Fish.,painting,oil on canvas.
b13112843,"Inman, Henry",1801,1846,None,,Edgar Allan Poe.,painting,oil on panel.
b11021949,"Inman, Henry",1801,1846,None,,Jacob Barker.,painting,oil on canvas.
b10861889,"Inman, Henry",1801,1846,None,,Portrait of a Man.,drawing,watercolor.
b1191371x,"Inman, Henry",1801,1846,None,,Charles Fenno Hoffman.,painting,oil on canvas.
b13112855,"Inman, Henry",1801,1846,None,,Henry Clay.,painting,None
b10974155,"Inman, Henry",1801,1846,None,,Cornelius Ver Bryck.,painting,oil on canvas.
b11902516,"Inman, Henry",1801,1846,None,,General Edward William Laight.,painting,oil on canvas.
b13112867,"Inman, Henry",1801,1846,None,,Henry Rutgers.,painting,oil on canvas.
b12029452,"Inman, Henry",1801,1846,None,,John Keyes Paige.,painting,oil on canvas.
b11547224,"Inman, Henry",1801,1846,None,,George Washington Slacum.,painting,oil on canvas.
b13112879,"Inman, Henry",1801,1846,None,,Henry Huntly Haight.,painting,oil on canvas.
b13112880,"Inman, Henry",1801,1846,None,,Charles Fenno Hoffman.,painting,None
b13112892,"Inman, Henry",1801,1846,None,,Morgan Lewis.,painting,None
b13112909,"Inman, Henry",1801,1846,None,,William Wordsworth.,painting,oil on canvas.
b13112910,"Inman, Henry",1801,1846,None,,James McMurtrie.,painting,oil on panel.
b13112922,"Inman, Henry",1801,1846,None,,Samuel Jones.,painting,oil on canvas.
b13112934,"Inman, Henry",1801,1846,None,,Self-Portrait.,painting,oil on canvas.
b13112946,"Inman, Henry",1801,1846,None,,David Sproat Kennedy.,painting,oil on canvas.
b12695658,"Inman, Henry",1801,1846,None,,John B. Bispham.,painting,canvas on panel.
b10947371,"Inman, Henry",1801,1846,None,,Martin Van Buren.,painting,oil on canvas.
b10676156,"Inman, Henry",1801,1846,None,,George Harrison.,painting,oil on canvas.
b12627434,"Inman, Henry",1801,1846,None,,James Swan.,painting,oil on canvas.
b12064087,"Inman, Henry",1801,1846,None,,George Hoffman (born 1770).,painting,oil on canvas (rebacked).
b13112958,"Inman, Henry",1801,1846,None,,Judge William W. Van Ness.,painting,oil on canvas.
b11878964,"Inman, Henry",1801,1846,None,,Benjamin Wood Richards.,painting,oil on canvas.
b12029373,"Inman, Henry",1801,1846,None,,Samuel Jones Mumford.,painting,oil on canvas.
b11013710,"Inman, Henry",1801,1846,None,,Martin Van Buren.,painting,oil on canvas.
b10935356,"Inman, Henry",1801,1846,None,,"Portrait of a Man, Possibly Philo Taylor Ruggles.",painting,oil on canvas.
b10906654,"Inman, Henry",1801,1846,None,,John Rogers.,painting,oil on canvas.
b13112971,"Inman, Henry",1801,1846,None,,John O'Brien.,painting,oil on canvas.
b12032591,"Inman, Henry",1801,1846,None,,H. Casimir de Rham.,painting,oil on canvas.
b13113124,"Inman, Henry",1801,1846,None,,Self-Portrait.,painting,oil on canvas.
b12082533,"Inman, Henry",1801,1846,None,,"The Artist's Daughter, Mary Inman.",painting,oil on canvas.
b13113136,"Inman, Henry",1801,1846,None,,Fanny Elssler.,painting,oil on canvas.
b11606241,"Inman, Henry",1801,1846,None,,Mrs. Eli White (Caroline White).,painting,oil on canvas (rebacked).
b10272458,"Inman, Henry",1801,1846,None,,Lady Cottenham.,painting,None
b13113215,"Inman, Henry",1801,1846,None,,Clara Fisher (Mrs. James Gaspard Maeder).,painting,oil on canvas.
b1099905x,"Inman, Henry",1801,1846,None,,Mrs. Samuel Rossiter Betts (Caroline Dewey).,painting,oil on canvas.
b11232250,"Inman, Henry",1801,1846,None,,Mrs. Samuel Brown (Maria Crosby).,painting,None
b12725559,"Inman, Henry",1801,1846,None,,Mrs. Frederick J. Betts (Mary Ward Scoville).,painting,oil on canvas.
b1311315x,"Inman, Henry",1801,1846,None,,Mrs. Robert Lowden.,painting,oil on panel.
b12081231,"Inman, Henry",1801,1846,None,,Fanny Kemble Butler.,painting,oil on canvas.
b10935289,"Inman, Henry",1801,1846,None,,Mrs. Richard Lewis Morris (Elizabeth Sara Fish).,painting,oil on canvas.
b11582091,"Inman, Henry",1801,1846,None,,Mrs. Daniel Tompkins.,painting,None
b11879336,"Inman, Henry",1801,1846,None,,Mrs. Horace Binney (Esther Cox).,painting,oil on canvas.
b13113173,"Inman, Henry",1801,1846,None,,Mrs. Florida White (Eleanor Dare).,painting,oil on canvas.
b13113185,"Inman, Henry",1801,1846,None,,Mrs. George Palmer Putnam (Victorine Haven).,painting,None
b10795352,"Inman, Henry",1801,1846,None,,Mrs. James J. Skerrett (Jane Caroline Armat).,painting,oil on canvas.
b13113197,"Inman, Henry",1801,1846,None,,Lady with a Mask.,painting,None
b13113203,"Inman, Henry",1801,1846,None,,Mrs. John Chisholm (Miss Taylor).,painting,oil on canvas.
b11718213,"Inman, Henry",1801,1846,None,,Mrs. James Bull (Jane Chamford Denniston).,painting,oil on canvas.
b13113239,"Inman, Henry",1801,1846,None,,Madame Jumel.,painting,oil on canvas.
b11884873,"Inman, Henry",1801,1846,None,,"Mrs. Abraham Van Buren (Angelica Singleton),",painting,oil on canvas.
b10853923,"Inman, Henry",1801,1846,None,,Mrs. Benjamin Wood (Rebecca Leaman).,painting,oil on canvas.
b10998895,"Inman, Henry",1801,1846,None,,Mrs. Robert Lenox (Rachel Carmer).,painting,oil on canvas.
b12030442,"Inman, Henry",1801,1846,None,,Mrs. Robert Lenox (Rachel Carmer).,painting,oil on canvas.
b12025161,"Inman, Henry",1801,1846,None,,Mrs. William Bedlow Crosby (Harriet Ashton Clarkson).,painting,oil on canvas.
b13113240,"Inman, Henry",1801,1846,None,,Mrs. Robert Lenox (Rachel Carmer).,painting,oil on canvas.
b11902061,"Inman, Henry",1801,1846,None,,Mrs. Samuel Whittemore (Jane Tilston).,painting,None
b12081000,"Inman, Henry",1801,1846,None,,Mrs. James William Wallack (Susan Johnstone).,painting,oil on canvas.
b13113264,"Inman, Henry",1801,1846,None,,Mrs. James McMurtrie (Rebecca Mifflin Harrison).,painting,oil on panel.
b11816351,"Inman, Henry",1801,1846,None,,Mrs. James Smith (Lydia Leaming).,painting,oil on canvas.
b13113276,"Inman, Henry",1801,1846,None,,Mrs. John Bishop Hall (Evelina McFarlan).,painting,oil on canvas.
b11897946,"Inman, Henry",1801,1846,None,,Mrs. Henry Jackson Morton (Helen McFarlan).,painting,oil on panel.
b12014205,"Inman, Henry",1801,1846,None,,Mrs. Henry Jackson Morton (Helen McFarlan).,painting,oil on Academy board.
b13113252,"Inman, Henry",1801,1846,None,,Young Woman in a Blue Dress.,painting,None
b10870040,"Inman, Henry",1801,1846,None,,Mrs. Samuel Owings Hoffman (Louisa Airey Gilmor).,painting,oil on canvas.
b12072084,"Inman, Henry",1801,1846,None,,Mrs. Samuel Hoffman (Elizabeth Rebecca Becker Curson).,painting,oil on canvas.
b11970029,"Inman, Henry",1801,1846,None,,Mrs. John Adams Pool (Harriet Lawrence).,painting,oil on canvas.
b11902607,"Inman, Henry",1801,1846,None,,Mrs. Richard Tylden Auchmuty (Mary Allen).,painting,oil on canvas.
b11879361,"Inman, Henry",1801,1846,None,,Letitia Ismond Wager.,painting,oil on panel.
b13113288,"Inman, Henry",1801,1846,None,,Mrs. Langdon Curtis (Clarissa Emma Racey).,painting,None
b1311329x,"Inman, Henry",1801,1846,None,,Mrs. Margaret O'Neale Eaton.,painting,None
b13113306,"Inman, Henry",1801,1846,None,,Miss Weller.,painting,oil on canvas.
b12112823,"Inman, Henry",1801,1846,None,,Mrs. William Few (Catharine Nicholson).,painting,oil on canvas.
b1311332x,"Inman, Henry",1801,1846,None,,Mrs. William W. Van Ness (Mary Jane Bay).,painting,oil on canvas.
b11011129,"Inman, Henry",1801,1846,None,,Mrs. Robert Ralston (Sara Clarkson).,painting,oil on canvas.
b13113331,"Inman, Henry",1801,1846,None,,Mrs. William Leaycraft (Grace Ann O'Brien).,painting,None
b1327398x,"Inness, George",1825,1894,None,,The Old Veteran (The Old Man).,painting,oil on canvas.
b13273991,"Inness, George",1825,1894,None,,Two Sisters in the Garden.,painting,oil on millboard.
b13273978,"Inness, George",1825,1894,None,,The Old Veteran.,painting,oil on canvas.
b13620861,J,Unknown,Unknown,active,,Captain Isaac Collins.,painting,oil on canvas.
b11025931,"Jackson, James",Unknown,Unknown,active,,Joseph Davis Coe.,painting,oil on panel.
b12132652,"Jackson, James",Unknown,Unknown,active,,General Samuel Smith.,painting,oil on canvas.
b13281975,"Jackson, James",Unknown,Unknown,active,,Mr. Waymeth.,painting,oil on panel.
b1102592x,"Jackson, James",Unknown,Unknown,active,,Abby Ward Brown Coe.,painting,oil on panel.
b13281987,"Jackson, James",Unknown,Unknown,active,,Mrs. Waymeth.,painting,oil on panel.
b12019914,"Jackson, Joseph",1796,1850,attributed to,,Thomas Corbett.,miniature,watercolor on ivory.
b11866147,"Jackson, Joseph",1796,1850,None,,Mrs. John Mayne Greer (Caroline Ians).,miniature,watercolor on ivory.
b13282001,"Jacobs, Jay Wesley",1898,Unknown,None,,President Truman.,painting,None
b13282013,"Jacobs, Jay Wesley",1898,Unknown,None,,"Admiral William Frederick Halsey, Jr.",painting,None
b13282360,"Jacquin, E. S.",Unknown,Unknown,active,19th century,John Watts De Peyster.,painting,oil on canvas.
